Image ID,LST_Day_1km
2_2014_10_15,28.13
2_2014_10_16,31.87
2_2014_10_17,28.37
2_2014_10_18,30.75
2_2014_10_19,
2_2014_10_20,30.15
2_2014_10_21,30.25
2_2014_10_22,30.19
2_2014_10_23,28.81
2_2014_10_24,
2_2014_10_25,
2_2014_10_26,
2_2014_10_27,
2_2014_10_28,
2_2014_10_29,30.27
2_2014_10_30,
2_2014_10_31,29.97
2_2014_11_01,
2_2014_11_02,
2_2014_11_03,29.97
2_2014_11_04,
2_2014_11_05,29.81
2_2014_11_06,
2_2014_11_07,30.33
2_2014_11_08,31.49
2_2014_11_09,26.57
2_2014_11_10,29.25
2_2014_11_11,
2_2014_11_12,
2_2014_11_13,
2_2014_11_14,
2_2014_11_15,
2_2014_11_16,
2_2014_11_17,29.05
2_2014_11_18,27.51
2_2014_11_19,29.33
2_2014_11_20,
2_2014_11_21,30.01
2_2014_11_22,29.47
2_2014_11_23,28.51
2_2014_11_24,
2_2014_11_25,27.09
2_2014_11_26,28.23
2_2014_11_27,
2_2014_11_28,30.09
2_2014_11_29,
2_2014_11_30,30.73
2_2014_12_01,30.43
2_2014_12_02,26.53
2_2014_12_03,29.49
2_2014_12_04,
2_2014_12_05,28.71
2_2014_12_06,
2_2014_12_07,29.29
2_2014_12_08,29.29
2_2014_12_09,29.55
2_2014_12_10,30.09
2_2014_12_11,26.91
2_2014_12_12,21.41
2_2014_12_13,
2_2014_12_14,
2_2014_12_15,
2_2014_12_16,
2_2014_12_17,26.73
2_2014_12_18,26.27
2_2014_12_19,28.61
2_2014_12_20,26.53
2_2014_12_21,
2_2014_12_22,
2_2014_12_23,27.45
2_2014_12_24,
2_2014_12_25,27.17
2_2014_12_26,
2_2014_12_27,25.33
2_2014_12_28,26.91
2_2014_12_29,
2_2014_12_30,28.95
2_2014_12_31,
2_2015_01_01,
2_2015_01_02,
2_2015_01_03,
2_2015_01_04,
2_2015_01_05,25.67
2_2015_01_06,26.91
2_2015_01_07,
2_2015_01_08,17.49
2_2015_01_09,
2_2015_01_10,28.85
2_2015_01_11,26.09
2_2015_01_12,
2_2015_01_13,
2_2015_01_14,
2_2015_01_15,27.95
2_2015_01_16,28.39
2_2015_01_17,28.41
2_2015_01_18,29.59
2_2015_01_19,29.93
2_2015_01_20,30.61
2_2015_01_21,
2_2015_01_22,31.89
2_2015_01_23,
2_2015_01_24,24.79
2_2015_01_25,
2_2015_01_26,
2_2015_01_27,31.35
2_2015_01_28,
2_2015_01_29,
2_2015_01_30,
2_2015_01_31,31.65
2_2015_02_01,29.83
2_2015_02_02,32.99
2_2015_02_03,35.17
2_2015_02_04,33.35
2_2015_02_05,
2_2015_02_06,
2_2015_02_07,32.23
2_2015_02_08,
2_2015_02_09,
2_2015_02_10,
2_2015_02_11,33.31
2_2015_02_12,
2_2015_02_13,
2_2015_02_14,34.71
2_2015_02_15,
2_2015_02_16,35.51
2_2015_02_17,
2_2015_02_18,36.27
2_2015_02_19,36.35
2_2015_02_20,34.83
2_2015_02_21,34.09
2_2015_02_22,33.47
2_2015_02_23,40.45
2_2015_02_24,36.79
2_2015_02_25,40.15
2_2015_02_26,38.63
2_2015_02_27,37.17
2_2015_02_28,40.31
2_2015_03_01,
2_2015_03_02,
2_2015_03_03,
2_2015_03_04,35.17
2_2015_03_05,35.99
2_2015_03_06,38.23
2_2015_03_07,40.01
2_2015_03_08,38.77
2_2015_03_09,
2_2015_03_10,
2_2015_03_11,44.59
2_2015_03_12,40.95
2_2015_03_13,43.05
2_2015_03_14,39.93
2_2015_03_15,41.25
2_2015_03_16,41.99
2_2015_03_17,40.73
2_2015_03_18,42.85
2_2015_03_19,
2_2015_03_20,45.29
2_2015_03_21,43.17
2_2015_03_22,45.91
2_2015_03_23,45.07
2_2015_03_24,44.97
2_2015_03_25,45.43
2_2015_03_26,38.65
2_2015_03_27,38.51
2_2015_03_28,
2_2015_03_29,40.93
2_2015_03_30,
2_2015_03_31,40.71
2_2015_04_01,35.17
2_2015_04_02,37.91
2_2015_04_03,35.21
2_2015_04_04,
2_2015_04_05,40.39
2_2015_04_06,
2_2015_04_07,40.61
2_2015_04_08,32.87
2_2015_04_09,35.61
2_2015_04_10,40.33
2_2015_04_11,
2_2015_04_12,
2_2015_04_13,
2_2015_04_14,40.99
2_2015_04_15,
2_2015_04_16,42.47
2_2015_04_17,
2_2015_04_18,34.63
2_2015_04_19,42.87
2_2015_04_20,
2_2015_04_21,
2_2015_04_22,
2_2015_04_23,41.97
2_2015_04_24,39.39
2_2015_04_25,
2_2015_04_26,
2_2015_04_27,
2_2015_04_28,32.03
2_2015_04_29,
2_2015_04_30,35.97
2_2015_05_01,33.41
2_2015_05_02,34.73
2_2015_05_03,
2_2015_05_04,34.45
2_2015_05_05,40.27
2_2015_05_06,
2_2015_05_07,39.15
2_2015_05_08,
2_2015_05_09,39.55
2_2015_05_10,35.39
2_2015_05_11,
2_2015_05_12,40.95
2_2015_05_13,37.19
2_2015_05_14,
2_2015_05_15,
2_2015_05_16,
2_2015_05_17,35.49
2_2015_05_18,
2_2015_05_19,
2_2015_05_20,
2_2015_05_21,35.15
2_2015_05_22,
2_2015_05_23,43.31
2_2015_05_24,
2_2015_05_25,40.15
2_2015_05_26,35.95
2_2015_05_27,34.31
2_2015_05_28,38.55
2_2015_05_29,35.41
2_2015_05_30,42.25
2_2015_05_31,
2_2015_06_01,
2_2015_06_02,
2_2015_06_03,41.93
2_2015_06_04,43.81
2_2015_06_05,
2_2015_06_06,41.97
2_2015_06_07,
2_2015_06_08,45.25
2_2015_06_09,
2_2015_06_10,42.59
2_2015_06_11,
2_2015_06_12,
2_2015_06_13,
2_2015_06_14,
2_2015_06_15,
2_2015_06_16,
2_2015_06_17,
2_2015_06_18,
2_2015_06_19,
2_2015_06_20,
2_2015_06_21,
2_2015_06_22,
2_2015_06_23,
2_2015_06_24,
2_2015_06_25,
2_2015_06_26,
2_2015_06_27,
2_2015_06_28,
2_2015_06_29,
2_2015_06_30,
2_2015_07_01,
2_2015_07_02,
2_2015_07_03,
2_2015_07_04,
2_2015_07_05,
2_2015_07_06,
2_2015_07_07,
2_2015_07_08,
2_2015_07_09,
2_2015_07_10,
2_2015_07_11,
2_2015_07_12,
2_2015_07_13,
2_2015_07_14,
2_2015_07_15,
2_2015_07_16,
2_2015_07_17,
2_2015_07_18,
2_2015_07_19,
2_2015_07_20,
2_2015_07_21,
2_2015_07_22,
2_2015_07_23,
2_2015_07_24,
2_2015_07_25,
2_2015_07_26,33.43
2_2015_07_27,
2_2015_07_28,
2_2015_07_29,
2_2015_07_30,
2_2015_07_31,
2_2015_08_01,
2_2015_08_02,
2_2015_08_03,
2_2015_08_04,
2_2015_08_05,
2_2015_08_06,
2_2015_08_07,
2_2015_08_08,
2_2015_08_09,
2_2015_08_10,
2_2015_08_11,
2_2015_08_12,
2_2015_08_13,
2_2015_08_14,
2_2015_08_15,
2_2015_08_16,
2_2015_08_17,
2_2015_08_18,
2_2015_08_19,
2_2015_08_20,
2_2015_08_21,
2_2015_08_22,
2_2015_08_23,
2_2015_08_24,
2_2015_08_25,
2_2015_08_26,
2_2015_08_27,
2_2015_08_28,
2_2015_08_29,
2_2015_08_30,
2_2015_08_31,
2_2015_09_01,
2_2015_09_02,
2_2015_09_03,
2_2015_09_04,
2_2015_09_05,32.47
2_2015_09_06,30.05
2_2015_09_07,32.37
2_2015_09_08,32.97
2_2015_09_09,
2_2015_09_10,34.11
2_2015_09_11,
2_2015_09_12,
2_2015_09_13,
2_2015_09_14,
2_2015_09_15,
2_2015_09_16,
2_2015_09_17,
2_2015_09_18,
2_2015_09_19,
2_2015_09_20,
2_2015_09_21,
2_2015_09_22,
2_2015_09_23,
2_2015_09_24,
2_2015_09_25,
2_2015_09_26,
2_2015_09_27,
2_2015_09_28,34.87
2_2015_09_29,
2_2015_09_30,33.19
2_2015_10_01,
2_2015_10_02,
2_2015_10_03,34.93
2_2015_10_04,
2_2015_10_05,35.33
2_2015_10_06,
2_2015_10_07,
2_2015_10_08,
2_2015_10_09,
2_2015_10_10,35.69
2_2015_10_11,31.69
2_2015_10_12,35.31
2_2015_10_13,
2_2015_10_14,
2_2015_10_15,
2_2015_10_16,32.65
2_2015_10_17,35.95
2_2015_10_18,33.81
2_2015_10_19,
2_2015_10_20,31.61
2_2015_10_21,36.93
2_2015_10_22,31.73
2_2015_10_23,35.83
2_2015_10_24,35.89
2_2015_10_25,34.67
2_2015_10_26,35.33
2_2015_10_27,26.41
2_2015_10_28,35.23
2_2015_10_29,
2_2015_10_30,
2_2015_10_31,
2_2015_11_01,
2_2015_11_02,
2_2015_11_03,29.19
2_2015_11_04,
2_2015_11_05,31.03
2_2015_11_06,31.43
2_2015_11_07,
2_2015_11_08,
2_2015_11_09,
2_2015_11_10,
2_2015_11_11,31.03
2_2015_11_12,
2_2015_11_13,31.69
2_2015_11_14,
2_2015_11_15,32.07
2_2015_11_16,30.29
2_2015_11_17,
2_2015_11_18,31.77
2_2015_11_19,
2_2015_11_20,32.01
2_2015_11_21,29.89
2_2015_11_22,31.41
2_2015_11_23,
2_2015_11_24,30.91
2_2015_11_25,30.47
2_2015_11_26,30.49
2_2015_11_27,31.69
2_2015_11_28,
2_2015_11_29,31.99
2_2015_11_30,
2_2015_12_01,33.99
2_2015_12_02,
2_2015_12_03,
2_2015_12_04,
2_2015_12_05,
2_2015_12_06,
2_2015_12_07,
2_2015_12_08,
2_2015_12_09,
2_2015_12_10,29.59
2_2015_12_11,
2_2015_12_12,
2_2015_12_13,
2_2015_12_14,
2_2015_12_15,28.43
2_2015_12_16,
2_2015_12_17,
2_2015_12_18,
2_2015_12_19,27.07
2_2015_12_20,
2_2015_12_21,
2_2015_12_22,
2_2015_12_23,
2_2015_12_24,
2_2015_12_25,
2_2015_12_26,28.21
2_2015_12_27,
2_2015_12_28,27.55
2_2015_12_29,29.61
2_2015_12_30,28.37
2_2015_12_31,28.75
2_2016_01_01,
2_2016_01_02,29.85
2_2016_01_03,
2_2016_01_04,
2_2016_01_05,
2_2016_01_06,29.19
2_2016_01_07,
2_2016_01_08,
2_2016_01_09,31.49
2_2016_01_10,
2_2016_01_11,24.09
2_2016_01_12,29.37
2_2016_01_13,
2_2016_01_14,28.19
2_2016_01_15,
2_2016_01_16,32.11
2_2016_01_17,
2_2016_01_18,
2_2016_01_19,
2_2016_01_20,
2_2016_01_21,26.55
2_2016_01_22,
2_2016_01_23,28.05
2_2016_01_24,27.81
2_2016_01_25,29.83
2_2016_01_26,
2_2016_01_27,30.43
2_2016_01_28,29.53
2_2016_01_29,29.99
2_2016_01_30,33.05
2_2016_01_31,31.89
2_2016_02_01,36.03
2_2016_02_02,
2_2016_02_03,33.89
2_2016_02_04,30.49
2_2016_02_05,31.99
2_2016_02_06,34.01
2_2016_02_07,
2_2016_02_08,31.97
2_2016_02_09,
2_2016_02_10,36.05
2_2016_02_11,
2_2016_02_12,36.37
2_2016_02_13,
2_2016_02_14,33.33
2_2016_02_15,
2_2016_02_16,
2_2016_02_17,34.35
2_2016_02_18,
2_2016_02_19,40.21
2_2016_02_20,36.47
2_2016_02_21,
2_2016_02_22,
2_2016_02_23,37.91
2_2016_02_24,35.13
2_2016_02_25,32.79
2_2016_02_26,
2_2016_02_27,
2_2016_02_28,38.17
2_2016_02_29,34.35
2_2016_03_01,36.05
2_2016_03_02,40.95
2_2016_03_03,37.31
2_2016_03_04,32.37
2_2016_03_05,
2_2016_03_06,32.35
2_2016_03_07,
2_2016_03_08,36.61
2_2016_03_09,
2_2016_03_10,39.41
2_2016_03_11,35.53
2_2016_03_12,
2_2016_03_13,
2_2016_03_14,
2_2016_03_15,33.25
2_2016_03_16,37.05
2_2016_03_17,42.63
2_2016_03_18,43.31
2_2016_03_19,
2_2016_03_20,43.43
2_2016_03_21,
2_2016_03_22,44.43
2_2016_03_23,43.13
2_2016_03_24,46.09
2_2016_03_25,43.49
2_2016_03_26,
2_2016_03_27,45.63
2_2016_03_28,41.59
2_2016_03_29,45.19
2_2016_03_30,38.71
2_2016_03_31,42.81
2_2016_04_01,
2_2016_04_02,43.61
2_2016_04_03,47.55
2_2016_04_04,
2_2016_04_05,49.95
2_2016_04_06,
2_2016_04_07,36.81
2_2016_04_08,
2_2016_04_09,
2_2016_04_10,
2_2016_04_11,42.55
2_2016_04_12,47.17
2_2016_04_13,44.61
2_2016_04_14,52.05
2_2016_04_15,41.99
2_2016_04_16,52.03
2_2016_04_17,
2_2016_04_18,
2_2016_04_19,47.07
2_2016_04_20,47.09
2_2016_04_21,51.01
2_2016_04_22,
2_2016_04_23,54.59
2_2016_04_24,44.67
2_2016_04_25,51.63
2_2016_04_26,50.99
2_2016_04_27,48.81
2_2016_04_28,
2_2016_04_29,
2_2016_04_30,52.19
2_2016_05_01,
2_2016_05_02,48.91
2_2016_05_03,43.71
2_2016_05_04,46.43
2_2016_05_05,
2_2016_05_06,45.69
2_2016_05_07,52.43
2_2016_05_08,
2_2016_05_09,52.29
2_2016_05_10,
2_2016_05_11,46.49
2_2016_05_12,
2_2016_05_13,39.73
2_2016_05_14,51.37
2_2016_05_15,43.41
2_2016_05_16,
2_2016_05_17,
2_2016_05_18,
2_2016_05_19,
2_2016_05_20,
2_2016_05_21,42.85
2_2016_05_22,
2_2016_05_23,40.25
2_2016_05_24,
2_2016_05_25,42.17
2_2016_05_26,
2_2016_05_27,40.17
2_2016_05_28,
2_2016_05_29,
2_2016_05_30,44.81
2_2016_05_31,
2_2016_06_01,
2_2016_06_02,
2_2016_06_03,35.97
2_2016_06_04,
2_2016_06_05,39.89
2_2016_06_06,43.07
2_2016_06_07,
2_2016_06_08,39.57
2_2016_06_09,
2_2016_06_10,38.51
2_2016_06_11,
2_2016_06_12,
2_2016_06_13,
2_2016_06_14,
2_2016_06_15,
2_2016_06_16,
2_2016_06_17,
2_2016_06_18,
2_2016_06_19,
2_2016_06_20,
2_2016_06_21,
2_2016_06_22,
2_2016_06_23,
2_2016_06_24,
2_2016_06_25,
2_2016_06_26,39.91
2_2016_06_27,
2_2016_06_28,
2_2016_06_29,
2_2016_06_30,
2_2016_07_01,
2_2016_07_02,
2_2016_07_03,
2_2016_07_04,
2_2016_07_05,
2_2016_07_06,
2_2016_07_07,
2_2016_07_08,
2_2016_07_09,
2_2016_07_10,
2_2016_07_11,
2_2016_07_12,
2_2016_07_13,
2_2016_07_14,
2_2016_07_15,
2_2016_07_16,
2_2016_07_17,
2_2016_07_18,
2_2016_07_19,
2_2016_07_20,
2_2016_07_21,
2_2016_07_22,
2_2016_07_23,
2_2016_07_24,
2_2016_07_25,
2_2016_07_26,
2_2016_07_27,
2_2016_07_28,
2_2016_07_29,
2_2016_07_30,
2_2016_07_31,
2_2016_08_01,
2_2016_08_02,
2_2016_08_03,
2_2016_08_04,
2_2016_08_05,
2_2016_08_06,
2_2016_08_07,
2_2016_08_08,
2_2016_08_09,
2_2016_08_10,
2_2016_08_11,
2_2016_08_12,
2_2016_08_13,
2_2016_08_14,
2_2016_08_15,
2_2016_08_16,
2_2016_08_17,
2_2016_08_18,
2_2016_08_19,
2_2016_08_20,35.09
2_2016_08_21,
2_2016_08_22,
2_2016_08_23,
2_2016_08_24,
2_2016_08_25,
2_2016_08_26,
2_2016_08_27,
2_2016_08_28,
2_2016_08_29,35.37
2_2016_08_30,
2_2016_08_31,
2_2016_09_01,
2_2016_09_02,
2_2016_09_03,
2_2016_09_04,
2_2016_09_05,
2_2016_09_06,
2_2016_09_07,
2_2016_09_08,
2_2016_09_09,
2_2016_09_10,
2_2016_09_11,
2_2016_09_12,
2_2016_09_13,
2_2016_09_14,28.77
2_2016_09_15,
2_2016_09_16,
2_2016_09_17,
2_2016_09_18,29.93
2_2016_09_19,
2_2016_09_20,
2_2016_09_21,29.97
2_2016_09_22,
2_2016_09_23,
2_2016_09_24,
2_2016_09_25,
2_2016_09_26,
2_2016_09_27,30.21
2_2016_09_28,30.53
2_2016_09_29,
2_2016_09_30,
2_2016_10_01,
2_2016_10_02,
2_2016_10_03,
2_2016_10_04,
2_2016_10_05,31.87
2_2016_10_06,
2_2016_10_07,
2_2016_10_08,
2_2016_10_09,30.47
2_2016_10_10,
2_2016_10_11,
2_2016_10_12,
2_2016_10_13,28.89
2_2016_10_14,
2_2016_10_15,
2_2016_10_16,31.37
2_2016_10_17,
2_2016_10_18,30.93
2_2016_10_19,31.01
2_2016_10_20,30.65
2_2016_10_21,31.45
2_2016_10_22,30.05
2_2016_10_23,32.17
2_2016_10_24,
2_2016_10_25,32.37
2_2016_10_26,31.25
2_2016_10_27,
2_2016_10_28,
2_2016_10_29,
2_2016_10_30,30.59
2_2016_10_31,
2_2016_11_01,
2_2016_11_02,
2_2016_11_03,23.09
2_2016_11_04,
2_2016_11_05,
2_2016_11_06,31.35
2_2016_11_07,
2_2016_11_08,29.85
2_2016_11_09,
2_2016_11_10,29.81
2_2016_11_11,
2_2016_11_12,30.67
2_2016_11_13,31.11
2_2016_11_14,
2_2016_11_15,31.49
2_2016_11_16,
2_2016_11_17,30.25
2_2016_11_18,29.05
2_2016_11_19,29.81
2_2016_11_20,30.59
2_2016_11_21,29.47
2_2016_11_22,29.89
2_2016_11_23,29.31
2_2016_11_24,31.61
2_2016_11_25,
2_2016_11_26,29.95
2_2016_11_27,29.13
2_2016_11_28,
2_2016_11_29,30.95
2_2016_11_30,
2_2016_12_01,27.65
2_2016_12_02,
2_2016_12_03,
2_2016_12_04,28.71
2_2016_12_05,30.31
2_2016_12_06,31.23
2_2016_12_07,29.45
2_2016_12_08,30.43
2_2016_12_09,27.87
2_2016_12_10,30.89
2_2016_12_11,
2_2016_12_12,32.61
2_2016_12_13,29.25
2_2016_12_14,25.47
2_2016_12_15,28.79
2_2016_12_16,26.65
2_2016_12_17,28.39
2_2016_12_18,
2_2016_12_19,29.49
2_2016_12_20,
2_2016_12_21,29.45
2_2016_12_22,
2_2016_12_23,
2_2016_12_24,29.55
2_2016_12_25,
2_2016_12_26,29.63
2_2016_12_27,
2_2016_12_28,29.53
2_2016_12_29,
2_2016_12_30,
2_2016_12_31,
2_2017_01_01,
2_2017_01_02,
2_2017_01_03,
2_2017_01_04,31.15
2_2017_01_05,30.13
2_2017_01_06,31.35
2_2017_01_07,30.49
2_2017_01_08,
2_2017_01_09,30.15
2_2017_01_10,
2_2017_01_11,
2_2017_01_12,
2_2017_01_13,27.91
2_2017_01_14,
2_2017_01_15,28.99
2_2017_01_16,31.43
2_2017_01_17,
2_2017_01_18,32.93
2_2017_01_19,
2_2017_01_20,28.99
2_2017_01_21,32.33
2_2017_01_22,33.45
2_2017_01_23,32.29
2_2017_01_24,32.41
2_2017_01_25,35.33
2_2017_01_26,
2_2017_01_27,32.03
2_2017_01_28,29.87
2_2017_01_29,33.33
2_2017_01_30,34.57
2_2017_01_31,33.13
2_2017_02_01,34.33
2_2017_02_02,31.47
2_2017_02_03,34.87
2_2017_02_04,
2_2017_02_05,35.25
2_2017_02_06,
2_2017_02_07,35.53
2_2017_02_08,36.17
2_2017_02_09,36.45
2_2017_02_10,35.25
2_2017_02_11,
2_2017_02_12,33.77
2_2017_02_13,
2_2017_02_14,37.31
2_2017_02_15,31.55
2_2017_02_16,35.65
2_2017_02_17,35.51
2_2017_02_18,33.67
2_2017_02_19,34.87
2_2017_02_20,
2_2017_02_21,41.41
2_2017_02_22,34.69
2_2017_02_23,39.55
2_2017_02_24,38.91
2_2017_02_25,38.59
2_2017_02_26,38.93
2_2017_02_27,36.63
2_2017_02_28,42.09
2_2017_03_01,38.63
2_2017_03_02,42.27
2_2017_03_03,36.57
2_2017_03_04,37.29
2_2017_03_05,35.13
2_2017_03_06,35.59
2_2017_03_07,41.69
2_2017_03_08,
2_2017_03_09,
2_2017_03_10,
2_2017_03_11,
2_2017_03_12,
2_2017_03_13,35.65
2_2017_03_14,38.85
2_2017_03_15,37.29
2_2017_03_16,42.77
2_2017_03_17,
2_2017_03_18,40.03
2_2017_03_19,
2_2017_03_20,35.85
2_2017_03_21,41.97
2_2017_03_22,39.33
2_2017_03_23,44.85
2_2017_03_24,
2_2017_03_25,43.89
2_2017_03_26,39.61
2_2017_03_27,47.41
2_2017_03_28,42.21
2_2017_03_29,43.03
2_2017_03_30,45.41
2_2017_03_31,41.33
2_2017_04_01,49.01
2_2017_04_02,41.09
2_2017_04_03,45.39
2_2017_04_04,
2_2017_04_05,44.67
2_2017_04_06,40.79
2_2017_04_07,40.21
2_2017_04_08,40.19
2_2017_04_09,
2_2017_04_10,44.43
2_2017_04_11,39.43
2_2017_04_12,46.39
2_2017_04_13,44.17
2_2017_04_14,43.61
2_2017_04_15,46.45
2_2017_04_16,35.71
2_2017_04_17,48.31
2_2017_04_18,
2_2017_04_19,45.21
2_2017_04_20,
2_2017_04_21,45.99
2_2017_04_22,
2_2017_04_23,38.95
2_2017_04_24,49.89
2_2017_04_25,
2_2017_04_26,43.43
2_2017_04_27,
2_2017_04_28,50.55
2_2017_04_29,47.77
2_2017_04_30,44.01
2_2017_05_01,44.93
2_2017_05_02,
2_2017_05_03,48.17
2_2017_05_04,
2_2017_05_05,49.17
2_2017_05_06,40.41
2_2017_05_07,47.57
2_2017_05_08,
2_2017_05_09,
2_2017_05_10,46.07
2_2017_05_11,
2_2017_05_12,42.67
2_2017_05_13,
2_2017_05_14,45.57
2_2017_05_15,
2_2017_05_16,
2_2017_05_17,
2_2017_05_18,32.97
2_2017_05_19,47.29
2_2017_05_20,
2_2017_05_21,49.11
2_2017_05_22,
2_2017_05_23,47.11
2_2017_05_24,45.45
2_2017_05_25,42.63
2_2017_05_26,
2_2017_05_27,
2_2017_05_28,40.83
2_2017_05_29,
2_2017_05_30,
2_2017_05_31,
2_2017_06_01,
2_2017_06_02,39.81
2_2017_06_03,38.29
2_2017_06_04,45.51
2_2017_06_05,
2_2017_06_06,
2_2017_06_07,
2_2017_06_08,
2_2017_06_09,
2_2017_06_10,
2_2017_06_11,
2_2017_06_12,
2_2017_06_13,39.05
2_2017_06_14,
2_2017_06_15,
2_2017_06_16,
2_2017_06_17,
2_2017_06_18,
2_2017_06_19,
2_2017_06_20,
2_2017_06_21,
2_2017_06_22,
2_2017_06_23,
2_2017_06_24,
2_2017_06_25,
2_2017_06_26,
2_2017_06_27,
2_2017_06_28,
2_2017_06_29,
2_2017_06_30,
2_2017_07_01,
2_2017_07_02,
2_2017_07_03,
2_2017_07_04,
2_2017_07_05,
2_2017_07_06,
2_2017_07_07,
2_2017_07_08,
2_2017_07_09,
2_2017_07_10,
2_2017_07_11,
2_2017_07_12,
2_2017_07_13,
2_2017_07_14,
2_2017_07_15,
2_2017_07_16,
2_2017_07_17,
2_2017_07_18,
2_2017_07_19,
2_2017_07_20,
2_2017_07_21,
2_2017_07_22,
2_2017_07_23,
2_2017_07_24,
2_2017_07_25,
2_2017_07_26,
2_2017_07_27,
2_2017_07_28,
2_2017_07_29,
2_2017_07_30,
2_2017_07_31,
2_2017_08_01,
2_2017_08_02,
2_2017_08_03,
2_2017_08_04,
2_2017_08_05,
2_2017_08_06,
2_2017_08_07,
2_2017_08_08,
2_2017_08_09,
2_2017_08_10,
2_2017_08_11,
2_2017_08_12,
2_2017_08_13,
2_2017_08_14,
2_2017_08_15,
2_2017_08_16,
2_2017_08_17,
2_2017_08_18,
2_2017_08_19,
2_2017_08_20,
2_2017_08_21,
2_2017_08_22,
2_2017_08_23,
2_2017_08_24,
2_2017_08_25,
2_2017_08_26,
2_2017_08_27,
2_2017_08_28,
2_2017_08_29,
2_2017_08_30,
2_2017_08_31,
2_2017_09_01,
2_2017_09_02,
2_2017_09_03,32.29
2_2017_09_04,32.19
2_2017_09_05,
2_2017_09_06,33.23
2_2017_09_07,
2_2017_09_08,
2_2017_09_09,
2_2017_09_10,
2_2017_09_11,
2_2017_09_12,
2_2017_09_13,
2_2017_09_14,
2_2017_09_15,
2_2017_09_16,
2_2017_09_17,
2_2017_09_18,
2_2017_09_19,
2_2017_09_20,
2_2017_09_21,
2_2017_09_22,
2_2017_09_23,
2_2017_09_24,
2_2017_09_25,
2_2017_09_26,
2_2017_09_27,
2_2017_09_28,
2_2017_09_29,
2_2017_09_30,
2_2017_10_01,
2_2017_10_02,
2_2017_10_03,
2_2017_10_04,
2_2017_10_05,28.09
2_2017_10_06,
2_2017_10_07,29.59
2_2017_10_08,
2_2017_10_09,
2_2017_10_10,
2_2017_10_11,
2_2017_10_12,30.67
2_2017_10_13,
2_2017_10_14,30.75
2_2017_10_15,32.63
2_2017_10_16,30.97
2_2017_10_17,29.65
2_2017_10_18,
2_2017_10_19,
2_2017_10_20,
2_2017_10_21,
2_2017_10_22,30.63
2_2017_10_23,30.21
2_2017_10_24,
2_2017_10_25,
2_2017_10_26,30.35
2_2017_10_27,
2_2017_10_28,29.89
2_2017_10_29,
2_2017_10_30,29.05
2_2017_10_31,
2_2017_11_01,
2_2017_11_02,28.87
2_2017_11_03,
2_2017_11_04,27.73
2_2017_11_05,
2_2017_11_06,31.29
2_2017_11_07,
2_2017_11_08,30.07
2_2017_11_09,29.63
2_2017_11_10,
2_2017_11_11,
2_2017_11_12,
2_2017_11_13,
2_2017_11_14,
2_2017_11_15,
2_2017_11_16,
2_2017_11_17,
2_2017_11_18,
2_2017_11_19,
2_2017_11_20,30.55
2_2017_11_21,
2_2017_11_22,28.07
2_2017_11_23,28.09
2_2017_11_24,27.35
2_2017_11_25,27.67
2_2017_11_26,27.71
2_2017_11_27,29.45
2_2017_11_28,28.29
2_2017_11_29,28.61
2_2017_11_30,28.49
2_2017_12_01,27.59
2_2017_12_02,
2_2017_12_03,
2_2017_12_04,27.87
2_2017_12_05,
2_2017_12_06,28.45
2_2017_12_07,
2_2017_12_08,
2_2017_12_09,
2_2017_12_10,
2_2017_12_11,29.77
2_2017_12_12,29.05
2_2017_12_13,32.23
2_2017_12_14,
2_2017_12_15,29.89
2_2017_12_16,
2_2017_12_17,28.19
2_2017_12_18,26.21
2_2017_12_19,
2_2017_12_20,26.65
2_2017_12_21,
2_2017_12_22,28.99
2_2017_12_23,
2_2017_12_24,28.49
2_2017_12_25,28.93
2_2017_12_26,26.95
2_2017_12_27,30.25
2_2017_12_28,27.33
2_2017_12_29,29.45
2_2017_12_30,
2_2017_12_31,29.01
2_2018_01_01,
2_2018_01_02,27.93
2_2018_01_03,27.53
2_2018_01_04,26.85
2_2018_01_05,28.97
2_2018_01_06,
2_2018_01_07,28.43
2_2018_01_08,
2_2018_01_09,27.47
2_2018_01_10,28.93
2_2018_01_11,27.37
2_2018_01_12,30.23
2_2018_01_13,25.81
2_2018_01_14,28.65
2_2018_01_15,
2_2018_01_16,30.29
2_2018_01_17,29.13
2_2018_01_18,30.75
2_2018_01_19,31.71
2_2018_01_20,29.07
2_2018_01_21,31.31
2_2018_01_22,
2_2018_01_23,31.49
2_2018_01_24,
2_2018_01_25,30.57
2_2018_01_26,29.61
2_2018_01_27,29.23
2_2018_01_28,32.57
2_2018_01_29,29.87
2_2018_01_30,33.05
2_2018_01_31,
2_2018_02_01,32.33
2_2018_02_02,32.15
2_2018_02_03,33.67
2_2018_02_04,33.19
2_2018_02_05,28.73
2_2018_02_06,35.71
2_2018_02_07,
2_2018_02_08,36.49
2_2018_02_09,
2_2018_02_10,
2_2018_02_11,
2_2018_02_12,
2_2018_02_13,
2_2018_02_14,27.41
2_2018_02_15,36.59
2_2018_02_16,33.41
2_2018_02_17,34.61
2_2018_02_18,32.69
2_2018_02_19,35.05
2_2018_02_20,31.15
2_2018_02_21,32.19
2_2018_02_22,38.57
2_2018_02_23,
2_2018_02_24,40.75
2_2018_02_25,
2_2018_02_26,38.31
2_2018_02_27,40.33
2_2018_02_28,37.99
2_2018_03_01,40.19
2_2018_03_02,36.63
