Image ID,LST_Day_1km
2_2011_05_12,44.95
2_2011_05_13,
2_2011_05_14,43.61
2_2011_05_15,
2_2011_05_16,39.21
2_2011_05_17,45.53
2_2011_05_18,
2_2011_05_19,
2_2011_05_20,
2_2011_05_21,42.99
2_2011_05_22,
2_2011_05_23,36.19
2_2011_05_24,41.23
2_2011_05_25,
2_2011_05_26,40.67
2_2011_05_27,
2_2011_05_28,41.39
2_2011_05_29,
2_2011_05_30,
2_2011_05_31,
2_2011_06_01,38.65
2_2011_06_02,42.81
2_2011_06_03,
2_2011_06_04,
2_2011_06_05,
2_2011_06_06,46.09
2_2011_06_07,
2_2011_06_08,
2_2011_06_09,35.97
2_2011_06_10,37.65
2_2011_06_11,40.65
2_2011_06_12,
2_2011_06_13,
2_2011_06_14,
2_2011_06_15,
2_2011_06_16,
2_2011_06_17,
2_2011_06_18,
2_2011_06_19,
2_2011_06_20,
2_2011_06_21,
2_2011_06_22,
2_2011_06_23,
2_2011_06_24,
2_2011_06_25,
2_2011_06_26,
2_2011_06_27,
2_2011_06_28,
2_2011_06_29,
2_2011_06_30,
2_2011_07_01,
2_2011_07_02,
2_2011_07_03,
2_2011_07_04,
2_2011_07_05,
2_2011_07_06,32.27
2_2011_07_07,
2_2011_07_08,
2_2011_07_09,
2_2011_07_10,
2_2011_07_11,
2_2011_07_12,
2_2011_07_13,
2_2011_07_14,
2_2011_07_15,
2_2011_07_16,
2_2011_07_17,
2_2011_07_18,
2_2011_07_19,
2_2011_07_20,
2_2011_07_21,
2_2011_07_22,
2_2011_07_23,
2_2011_07_24,
2_2011_07_25,
2_2011_07_26,
2_2011_07_27,
2_2011_07_28,
2_2011_07_29,
2_2011_07_30,
2_2011_07_31,
2_2011_08_01,
2_2011_08_02,
2_2011_08_03,
2_2011_08_04,
2_2011_08_05,
2_2011_08_06,
2_2011_08_07,
2_2011_08_08,
2_2011_08_09,
2_2011_08_10,
2_2011_08_11,
2_2011_08_12,
2_2011_08_13,
2_2011_08_14,
2_2011_08_15,
2_2011_08_16,
2_2011_08_17,
2_2011_08_18,
2_2011_08_19,
2_2011_08_20,
2_2011_08_21,
2_2011_08_22,
2_2011_08_23,
2_2011_08_24,
2_2011_08_25,
2_2011_08_26,
2_2011_08_27,
2_2011_08_28,
2_2011_08_29,
2_2011_08_30,
2_2011_08_31,
2_2011_09_01,
2_2011_09_02,
2_2011_09_03,
2_2011_09_04,
2_2011_09_05,
2_2011_09_06,
2_2011_09_07,
2_2011_09_08,
2_2011_09_09,
2_2011_09_10,29.65
2_2011_09_11,
2_2011_09_12,
2_2011_09_13,
2_2011_09_14,
2_2011_09_15,
2_2011_09_16,
2_2011_09_17,
2_2011_09_18,
2_2011_09_19,
2_2011_09_20,
2_2011_09_21,
2_2011_09_22,
2_2011_09_23,
2_2011_09_24,
2_2011_09_25,
2_2011_09_26,
2_2011_09_27,
2_2011_09_28,29.45
2_2011_09_29,
2_2011_09_30,
2_2011_10_01,32.29
2_2011_10_02,
2_2011_10_03,30.57
2_2011_10_04,
2_2011_10_05,
2_2011_10_06,
2_2011_10_07,
2_2011_10_08,31.07
2_2011_10_09,
2_2011_10_10,31.87
2_2011_10_11,
2_2011_10_12,32.01
2_2011_10_13,
2_2011_10_14,30.19
2_2011_10_15,31.85
2_2011_10_16,30.69
2_2011_10_17,32.79
2_2011_10_18,
2_2011_10_19,
2_2011_10_20,
2_2011_10_21,
2_2011_10_22,30.57
2_2011_10_23,29.47
2_2011_10_24,31.97
2_2011_10_25,29.25
2_2011_10_26,30.43
2_2011_10_27,
2_2011_10_28,31.03
2_2011_10_29,29.99
2_2011_10_30,30.57
2_2011_10_31,
2_2011_11_01,29.15
2_2011_11_02,30.29
2_2011_11_03,
2_2011_11_04,31.61
2_2011_11_05,30.27
2_2011_11_06,31.37
2_2011_11_07,29.87
2_2011_11_08,30.77
2_2011_11_09,31.95
2_2011_11_10,29.41
2_2011_11_11,31.53
2_2011_11_12,
2_2011_11_13,
2_2011_11_14,
2_2011_11_15,
2_2011_11_16,30.19
2_2011_11_17,30.69
2_2011_11_18,32.63
2_2011_11_19,
2_2011_11_20,30.45
2_2011_11_21,
2_2011_11_22,
2_2011_11_23,
2_2011_11_24,
2_2011_11_25,31.29
2_2011_11_26,28.35
2_2011_11_27,31.77
2_2011_11_28,
2_2011_11_29,29.05
2_2011_11_30,
2_2011_12_01,
2_2011_12_02,
2_2011_12_03,28.73
2_2011_12_04,30.69
2_2011_12_05,
2_2011_12_06,30.43
2_2011_12_07,
2_2011_12_08,31.45
2_2011_12_09,
2_2011_12_10,30.85
2_2011_12_11,
2_2011_12_12,
2_2011_12_13,
2_2011_12_14,
2_2011_12_15,29.05
2_2011_12_16,
2_2011_12_17,27.61
2_2011_12_18,28.83
2_2011_12_19,24.83
2_2011_12_20,29.89
2_2011_12_21,
2_2011_12_22,29.27
2_2011_12_23,
2_2011_12_24,
2_2011_12_25,
2_2011_12_26,27.61
2_2011_12_27,29.49
2_2011_12_28,
2_2011_12_29,
2_2011_12_30,
2_2011_12_31,
2_2012_01_01,
2_2012_01_02,
2_2012_01_03,
2_2012_01_04,
2_2012_01_05,
2_2012_01_06,
2_2012_01_07,
2_2012_01_08,
2_2012_01_09,
2_2012_01_10,
2_2012_01_11,22.81
2_2012_01_12,23.59
2_2012_01_13,21.17
2_2012_01_14,23.65
2_2012_01_15,
2_2012_01_16,26.87
2_2012_01_17,28.61
2_2012_01_18,
2_2012_01_19,27.31
2_2012_01_20,
2_2012_01_21,28.99
2_2012_01_22,
2_2012_01_23,28.25
2_2012_01_24,28.21
2_2012_01_25,29.35
2_2012_01_26,
2_2012_01_27,29.35
2_2012_01_28,29.13
2_2012_01_29,
2_2012_01_30,28.99
2_2012_01_31,
2_2012_02_01,28.67
2_2012_02_02,29.33
2_2012_02_03,30.65
2_2012_02_04,33.37
2_2012_02_05,32.63
2_2012_02_06,35.57
2_2012_02_07,
2_2012_02_08,
2_2012_02_09,30.47
2_2012_02_10,31.95
2_2012_02_11,33.39
2_2012_02_12,31.79
2_2012_02_13,33.05
2_2012_02_14,
2_2012_02_15,
2_2012_02_16,
2_2012_02_17,29.11
2_2012_02_18,30.17
2_2012_02_19,31.83
2_2012_02_20,33.81
2_2012_02_21,32.39
2_2012_02_22,37.03
2_2012_02_23,
2_2012_02_24,39.43
2_2012_02_25,36.17
2_2012_02_26,36.49
2_2012_02_27,39.43
2_2012_02_28,36.67
2_2012_02_29,36.85
2_2012_03_01,34.79
2_2012_03_02,39.79
2_2012_03_03,35.37
2_2012_03_04,38.69
2_2012_03_05,36.09
2_2012_03_06,39.75
2_2012_03_07,40.87
2_2012_03_08,35.41
2_2012_03_09,40.25
2_2012_03_10,
2_2012_03_11,38.81
2_2012_03_12,35.39
2_2012_03_13,34.45
2_2012_03_14,36.71
2_2012_03_15,35.37
2_2012_03_16,39.85
2_2012_03_17,37.05
2_2012_03_18,42.85
2_2012_03_19,33.81
2_2012_03_20,43.03
2_2012_03_21,43.13
2_2012_03_22,40.63
2_2012_03_23,44.81
2_2012_03_24,42.71
2_2012_03_25,46.33
2_2012_03_26,
2_2012_03_27,45.81
2_2012_03_28,
2_2012_03_29,43.43
2_2012_03_30,41.45
2_2012_03_31,
2_2012_04_01,44.47
2_2012_04_02,41.19
2_2012_04_03,
2_2012_04_04,
2_2012_04_05,42.93
2_2012_04_06,43.61
2_2012_04_07,43.57
2_2012_04_08,
2_2012_04_09,44.21
2_2012_04_10,45.51
2_2012_04_11,
2_2012_04_12,42.73
2_2012_04_13,37.63
2_2012_04_14,39.89
2_2012_04_15,44.91
2_2012_04_16,
2_2012_04_17,45.87
2_2012_04_18,39.45
2_2012_04_19,47.05
2_2012_04_20,43.49
2_2012_04_21,45.03
2_2012_04_22,45.15
2_2012_04_23,41.87
2_2012_04_24,
2_2012_04_25,37.89
2_2012_04_26,37.49
2_2012_04_27,
2_2012_04_28,44.19
2_2012_04_29,
2_2012_04_30,47.65
2_2012_05_01,41.07
2_2012_05_02,42.43
2_2012_05_03,48.31
2_2012_05_04,39.01
2_2012_05_05,
2_2012_05_06,
2_2012_05_07,46.29
2_2012_05_08,43.01
2_2012_05_09,
2_2012_05_10,43.43
2_2012_05_11,
2_2012_05_12,
2_2012_05_13,
2_2012_05_14,47.47
2_2012_05_15,
2_2012_05_16,43.45
2_2012_05_17,45.29
2_2012_05_18,
2_2012_05_19,42.09
2_2012_05_20,
2_2012_05_21,47.03
2_2012_05_22,
2_2012_05_23,51.21
2_2012_05_24,44.37
2_2012_05_25,44.75
2_2012_05_26,47.05
2_2012_05_27,
2_2012_05_28,
2_2012_05_29,
2_2012_05_30,50.21
2_2012_05_31,42.49
2_2012_06_01,39.33
2_2012_06_02,
2_2012_06_03,
2_2012_06_04,43.19
2_2012_06_05,
2_2012_06_06,47.47
2_2012_06_07,
2_2012_06_08,
2_2012_06_09,
2_2012_06_10,
2_2012_06_11,43.59
2_2012_06_12,
2_2012_06_13,46.37
2_2012_06_14,
2_2012_06_15,
2_2012_06_16,
2_2012_06_17,
2_2012_06_18,
2_2012_06_19,
2_2012_06_20,
2_2012_06_21,
2_2012_06_22,
2_2012_06_23,
2_2012_06_24,
2_2012_06_25,
2_2012_06_26,
2_2012_06_27,
2_2012_06_28,
2_2012_06_29,37.37
2_2012_06_30,
2_2012_07_01,
2_2012_07_02,
2_2012_07_03,
2_2012_07_04,
2_2012_07_05,
2_2012_07_06,
2_2012_07_07,
2_2012_07_08,
2_2012_07_09,
2_2012_07_10,
2_2012_07_11,
2_2012_07_12,
2_2012_07_13,
2_2012_07_14,
2_2012_07_15,
2_2012_07_16,
2_2012_07_17,
2_2012_07_18,
2_2012_07_19,
2_2012_07_20,
2_2012_07_21,
2_2012_07_22,
2_2012_07_23,
2_2012_07_24,
2_2012_07_25,
2_2012_07_26,
2_2012_07_27,
2_2012_07_28,
2_2012_07_29,
2_2012_07_30,
2_2012_07_31,
2_2012_08_01,
2_2012_08_02,
2_2012_08_03,
2_2012_08_04,
2_2012_08_05,
2_2012_08_06,
2_2012_08_07,
2_2012_08_08,
2_2012_08_09,
2_2012_08_10,
2_2012_08_11,
2_2012_08_12,
2_2012_08_13,
2_2012_08_14,
2_2012_08_15,
2_2012_08_16,
2_2012_08_17,
2_2012_08_18,
2_2012_08_19,
2_2012_08_20,
2_2012_08_21,
2_2012_08_22,
2_2012_08_23,
2_2012_08_24,
2_2012_08_25,
2_2012_08_26,
2_2012_08_27,
2_2012_08_28,
2_2012_08_29,
2_2012_08_30,
2_2012_08_31,
2_2012_09_01,
2_2012_09_02,
2_2012_09_03,
2_2012_09_04,
2_2012_09_05,
2_2012_09_06,
2_2012_09_07,
2_2012_09_08,32.59
2_2012_09_09,
2_2012_09_10,29.37
2_2012_09_11,
2_2012_09_12,
2_2012_09_13,
2_2012_09_14,
2_2012_09_15,
2_2012_09_16,
2_2012_09_17,
2_2012_09_18,
2_2012_09_19,
2_2012_09_20,
2_2012_09_21,
2_2012_09_22,
2_2012_09_23,29.83
2_2012_09_24,32.13
2_2012_09_25,26.45
2_2012_09_26,32.17
2_2012_09_27,
2_2012_09_28,31.53
2_2012_09_29,
2_2012_09_30,
2_2012_10_01,
2_2012_10_02,27.17
2_2012_10_03,
2_2012_10_04,
2_2012_10_05,
2_2012_10_06,
2_2012_10_07,32.09
2_2012_10_08,
2_2012_10_09,
2_2012_10_10,
2_2012_10_11,
2_2012_10_12,32.27
2_2012_10_13,
2_2012_10_14,33.99
2_2012_10_15,31.25
2_2012_10_16,30.97
2_2012_10_17,30.97
2_2012_10_18,29.43
2_2012_10_19,32.17
2_2012_10_20,
2_2012_10_21,33.19
2_2012_10_22,
2_2012_10_23,31.33
2_2012_10_24,32.09
2_2012_10_25,
2_2012_10_26,31.87
2_2012_10_27,
2_2012_10_28,31.93
2_2012_10_29,30.95
2_2012_10_30,33.01
2_2012_10_31,
2_2012_11_01,
2_2012_11_02,
2_2012_11_03,
2_2012_11_04,
2_2012_11_05,
2_2012_11_06,
2_2012_11_07,
2_2012_11_08,
2_2012_11_09,
2_2012_11_10,
2_2012_11_11,28.39
2_2012_11_12,
2_2012_11_13,
2_2012_11_14,
2_2012_11_15,28.31
2_2012_11_16,28.97
2_2012_11_17,25.23
2_2012_11_18,
2_2012_11_19,
2_2012_11_20,29.51
2_2012_11_21,
2_2012_11_22,29.27
2_2012_11_23,
2_2012_11_24,28.41
2_2012_11_25,29.27
2_2012_11_26,28.11
2_2012_11_27,28.79
2_2012_11_28,27.99
2_2012_11_29,28.83
2_2012_11_30,
2_2012_12_01,28.95
2_2012_12_02,
2_2012_12_03,26.77
2_2012_12_04,30.83
2_2012_12_05,28.93
2_2012_12_06,29.91
2_2012_12_07,
2_2012_12_08,30.39
2_2012_12_09,30.53
2_2012_12_10,29.95
2_2012_12_11,
2_2012_12_12,
2_2012_12_13,
2_2012_12_14,
2_2012_12_15,
2_2012_12_16,
2_2012_12_17,25.93
2_2012_12_18,27.57
2_2012_12_19,26.65
2_2012_12_20,28.29
2_2012_12_21,25.17
2_2012_12_22,26.33
2_2012_12_23,
2_2012_12_24,26.27
2_2012_12_25,
2_2012_12_26,23.39
2_2012_12_27,25.25
2_2012_12_28,25.89
2_2012_12_29,26.35
2_2012_12_30,
2_2012_12_31,27.49
2_2013_01_01,
2_2013_01_02,
2_2013_01_03,
2_2013_01_04,
2_2013_01_05,
2_2013_01_06,
2_2013_01_07,
2_2013_01_08,
2_2013_01_09,26.79
2_2013_01_10,
2_2013_01_11,26.25
2_2013_01_12,
2_2013_01_13,
2_2013_01_14,29.53
2_2013_01_15,
2_2013_01_16,31.07
2_2013_01_17,
2_2013_01_18,24.75
2_2013_01_19,
2_2013_01_20,
2_2013_01_21,29.33
2_2013_01_22,
2_2013_01_23,30.75
2_2013_01_24,
2_2013_01_25,30.39
2_2013_01_26,28.27
2_2013_01_27,26.11
2_2013_01_28,
2_2013_01_29,28.75
2_2013_01_30,31.43
2_2013_01_31,29.65
2_2013_02_01,22.83
2_2013_02_02,
2_2013_02_03,32.49
2_2013_02_04,
2_2013_02_05,31.87
2_2013_02_06,35.57
2_2013_02_07,
2_2013_02_08,26.89
2_2013_02_09,
2_2013_02_10,34.03
2_2013_02_11,
2_2013_02_12,
2_2013_02_13,35.07
2_2013_02_14,35.31
2_2013_02_15,
2_2013_02_16,
2_2013_02_17,
2_2013_02_18,
2_2013_02_19,28.43
2_2013_02_20,
2_2013_02_21,33.17
2_2013_02_22,36.35
2_2013_02_23,35.95
2_2013_02_24,36.23
2_2013_02_25,
2_2013_02_26,38.27
2_2013_02_27,37.91
2_2013_02_28,39.41
2_2013_03_01,39.37
2_2013_03_02,37.93
2_2013_03_03,41.13
2_2013_03_04,37.41
2_2013_03_05,41.93
2_2013_03_06,37.79
2_2013_03_07,40.37
2_2013_03_08,39.61
2_2013_03_09,42.85
2_2013_03_10,44.77
2_2013_03_11,39.77
2_2013_03_12,44.41
2_2013_03_13,
2_2013_03_14,43.25
2_2013_03_15,40.11
2_2013_03_16,40.83
2_2013_03_17,
2_2013_03_18,40.01
2_2013_03_19,42.37
2_2013_03_20,40.49
2_2013_03_21,46.83
2_2013_03_22,37.81
2_2013_03_23,45.95
2_2013_03_24,39.13
2_2013_03_25,42.17
2_2013_03_26,45.51
2_2013_03_27,43.21
2_2013_03_28,42.41
2_2013_03_29,
2_2013_03_30,40.59
2_2013_03_31,40.07
2_2013_04_01,44.85
2_2013_04_02,44.21
2_2013_04_03,43.33
2_2013_04_04,45.91
2_2013_04_05,41.47
2_2013_04_06,47.89
2_2013_04_07,42.77
2_2013_04_08,47.75
2_2013_04_09,45.41
2_2013_04_10,49.23
2_2013_04_11,44.43
2_2013_04_12,43.61
2_2013_04_13,49.27
2_2013_04_14,
2_2013_04_15,45.47
2_2013_04_16,
2_2013_04_17,42.83
2_2013_04_18,41.85
2_2013_04_19,
2_2013_04_20,
2_2013_04_21,
2_2013_04_22,41.83
2_2013_04_23,
2_2013_04_24,
2_2013_04_25,41.43
2_2013_04_26,
2_2013_04_27,
2_2013_04_28,43.77
2_2013_04_29,47.23
2_2013_04_30,
2_2013_05_01,47.71
2_2013_05_02,42.19
2_2013_05_03,49.53
2_2013_05_04,47.11
2_2013_05_05,47.47
2_2013_05_06,46.93
2_2013_05_07,41.25
2_2013_05_08,46.65
2_2013_05_09,40.11
2_2013_05_10,48.73
2_2013_05_11,48.27
2_2013_05_12,43.21
2_2013_05_13,
2_2013_05_14,
2_2013_05_15,48.55
2_2013_05_16,
2_2013_05_17,
2_2013_05_18,
2_2013_05_19,51.67
2_2013_05_20,
2_2013_05_21,
2_2013_05_22,
2_2013_05_23,
2_2013_05_24,41.39
2_2013_05_25,
2_2013_05_26,44.05
2_2013_05_27,
2_2013_05_28,
2_2013_05_29,
2_2013_05_30,
2_2013_05_31,
2_2013_06_01,
2_2013_06_02,34.85
2_2013_06_03,
2_2013_06_04,
2_2013_06_05,
2_2013_06_06,
2_2013_06_07,
2_2013_06_08,
2_2013_06_09,39.07
2_2013_06_10,
2_2013_06_11,
2_2013_06_12,
2_2013_06_13,
2_2013_06_14,
2_2013_06_15,
2_2013_06_16,
2_2013_06_17,
2_2013_06_18,
2_2013_06_19,
2_2013_06_20,
2_2013_06_21,
2_2013_06_22,
2_2013_06_23,
2_2013_06_24,
2_2013_06_25,
2_2013_06_26,
2_2013_06_27,
2_2013_06_28,
2_2013_06_29,
2_2013_06_30,
2_2013_07_01,
2_2013_07_02,
2_2013_07_03,
2_2013_07_04,
2_2013_07_05,
2_2013_07_06,
2_2013_07_07,
2_2013_07_08,
2_2013_07_09,
2_2013_07_10,
2_2013_07_11,
2_2013_07_12,
2_2013_07_13,
2_2013_07_14,
2_2013_07_15,
2_2013_07_16,
2_2013_07_17,
2_2013_07_18,
2_2013_07_19,
2_2013_07_20,
2_2013_07_21,
2_2013_07_22,
2_2013_07_23,
2_2013_07_24,
2_2013_07_25,
2_2013_07_26,
2_2013_07_27,
2_2013_07_28,
2_2013_07_29,
2_2013_07_30,
2_2013_07_31,
2_2013_08_01,
2_2013_08_02,
2_2013_08_03,
2_2013_08_04,
2_2013_08_05,
2_2013_08_06,
2_2013_08_07,
2_2013_08_08,
2_2013_08_09,
2_2013_08_10,
2_2013_08_11,
2_2013_08_12,
2_2013_08_13,
2_2013_08_14,
2_2013_08_15,
2_2013_08_16,
2_2013_08_17,
2_2013_08_18,
2_2013_08_19,
2_2013_08_20,
2_2013_08_21,
2_2013_08_22,
2_2013_08_23,
2_2013_08_24,
2_2013_08_25,
2_2013_08_26,
2_2013_08_27,
2_2013_08_28,
2_2013_08_29,
2_2013_08_30,
2_2013_08_31,
2_2013_09_01,
2_2013_09_02,
2_2013_09_03,
2_2013_09_04,33.17
2_2013_09_05,
2_2013_09_06,
2_2013_09_07,
2_2013_09_08,
2_2013_09_09,
2_2013_09_10,
2_2013_09_11,
2_2013_09_12,
2_2013_09_13,34.05
2_2013_09_14,
2_2013_09_15,
2_2013_09_16,
2_2013_09_17,
2_2013_09_18,
2_2013_09_19,
2_2013_09_20,
2_2013_09_21,
2_2013_09_22,28.41
2_2013_09_23,
2_2013_09_24,
2_2013_09_25,
2_2013_09_26,
2_2013_09_27,
2_2013_09_28,
2_2013_09_29,
2_2013_09_30,
2_2013_10_01,
2_2013_10_02,
2_2013_10_03,27.63
2_2013_10_04,
2_2013_10_05,
2_2013_10_06,
2_2013_10_07,
2_2013_10_08,
2_2013_10_09,
2_2013_10_10,
2_2013_10_11,
2_2013_10_12,
2_2013_10_13,
2_2013_10_14,
2_2013_10_15,
2_2013_10_16,
2_2013_10_17,28.45
2_2013_10_18,
2_2013_10_19,29.65
2_2013_10_20,
2_2013_10_21,
2_2013_10_22,
2_2013_10_23,
2_2013_10_24,
2_2013_10_25,
2_2013_10_26,
2_2013_10_27,
2_2013_10_28,19.81
2_2013_10_29,29.45
2_2013_10_30,28.51
2_2013_10_31,30.29
2_2013_11_01,
2_2013_11_02,29.89
2_2013_11_03,
2_2013_11_04,
2_2013_11_05,
2_2013_11_06,
2_2013_11_07,28.69
2_2013_11_08,
2_2013_11_09,28.65
2_2013_11_10,
2_2013_11_11,28.89
2_2013_11_12,
2_2013_11_13,
2_2013_11_14,
2_2013_11_15,26.87
2_2013_11_16,29.45
2_2013_11_17,
2_2013_11_18,28.81
2_2013_11_19,29.05
2_2013_11_20,28.07
2_2013_11_21,28.01
2_2013_11_22,27.53
2_2013_11_23,28.29
2_2013_11_24,
2_2013_11_25,27.83
2_2013_11_26,
2_2013_11_27,
2_2013_11_28,
2_2013_11_29,
2_2013_11_30,29.75
2_2013_12_01,27.97
2_2013_12_02,29.07
2_2013_12_03,
2_2013_12_04,28.07
2_2013_12_05,27.19
2_2013_12_06,26.43
2_2013_12_07,19.87
2_2013_12_08,
2_2013_12_09,28.15
2_2013_12_10,
2_2013_12_11,28.63
2_2013_12_12,
2_2013_12_13,27.01
2_2013_12_14,
2_2013_12_15,25.89
2_2013_12_16,27.81
2_2013_12_17,
2_2013_12_18,26.69
2_2013_12_19,
2_2013_12_20,27.17
2_2013_12_21,
2_2013_12_22,28.05
2_2013_12_23,28.91
2_2013_12_24,
2_2013_12_25,27.13
2_2013_12_26,
2_2013_12_27,29.67
2_2013_12_28,
2_2013_12_29,27.87
2_2013_12_30,
2_2013_12_31,
2_2014_01_01,29.03
2_2014_01_02,
2_2014_01_03,28.61
2_2014_01_04,
2_2014_01_05,28.15
2_2014_01_06,
2_2014_01_07,25.09
2_2014_01_08,26.45
2_2014_01_09,26.45
2_2014_01_10,28.35
2_2014_01_11,
2_2014_01_12,20.89
2_2014_01_13,
2_2014_01_14,17.93
2_2014_01_15,26.73
2_2014_01_16,
2_2014_01_17,28.77
2_2014_01_18,
2_2014_01_19,
2_2014_01_20,29.65
2_2014_01_21,31.17
2_2014_01_22,30.45
2_2014_01_23,
2_2014_01_24,31.63
2_2014_01_25,30.85
2_2014_01_26,31.27
2_2014_01_27,
2_2014_01_28,29.21
2_2014_01_29,21.93
2_2014_01_30,31.37
2_2014_01_31,31.33
2_2014_02_01,31.39
2_2014_02_02,35.33
2_2014_02_03,32.75
2_2014_02_04,34.69
2_2014_02_05,31.31
2_2014_02_06,35.23
2_2014_02_07,34.27
2_2014_02_08,35.25
2_2014_02_09,34.27
2_2014_02_10,31.45
2_2014_02_11,31.87
2_2014_02_12,
2_2014_02_13,33.91
2_2014_02_14,
2_2014_02_15,
2_2014_02_16,
2_2014_02_17,27.35
2_2014_02_18,32.47
2_2014_02_19,30.35
2_2014_02_20,34.37
2_2014_02_21,31.93
2_2014_02_22,33.75
2_2014_02_23,
2_2014_02_24,33.31
2_2014_02_25,35.07
2_2014_02_26,
2_2014_02_27,
2_2014_02_28,
2_2014_03_01,
2_2014_03_02,
2_2014_03_03,
2_2014_03_04,
2_2014_03_05,31.39
2_2014_03_06,20.69
2_2014_03_07,29.33
2_2014_03_08,35.27
2_2014_03_09,
2_2014_03_10,
2_2014_03_11,
2_2014_03_12,
2_2014_03_13,32.57
2_2014_03_14,
2_2014_03_15,40.55
2_2014_03_16,
2_2014_03_17,40.49
2_2014_03_18,38.33
2_2014_03_19,37.91
2_2014_03_20,38.55
2_2014_03_21,38.61
2_2014_03_22,40.49
2_2014_03_23,36.05
2_2014_03_24,
2_2014_03_25,
2_2014_03_26,41.29
2_2014_03_27,
2_2014_03_28,42.77
2_2014_03_29,42.87
2_2014_03_30,42.33
2_2014_03_31,44.19
2_2014_04_01,
2_2014_04_02,46.01
2_2014_04_03,39.11
2_2014_04_04,43.85
2_2014_04_05,37.75
2_2014_04_06,44.29
2_2014_04_07,46.01
2_2014_04_08,40.75
2_2014_04_09,
2_2014_04_10,37.71
2_2014_04_11,46.93
2_2014_04_12,
2_2014_04_13,38.29
2_2014_04_14,
2_2014_04_15,42.87
2_2014_04_16,
2_2014_04_17,
2_2014_04_18,47.61
2_2014_04_19,38.87
2_2014_04_20,
2_2014_04_21,44.09
2_2014_04_22,45.01
2_2014_04_23,46.19
2_2014_04_24,38.05
2_2014_04_25,50.49
2_2014_04_26,43.33
2_2014_04_27,49.87
2_2014_04_28,45.05
2_2014_04_29,49.27
2_2014_04_30,49.27
2_2014_05_01,
2_2014_05_02,49.85
2_2014_05_03,
2_2014_05_04,39.19
2_2014_05_05,
2_2014_05_06,47.59
2_2014_05_07,38.09
2_2014_05_08,
2_2014_05_09,
2_2014_05_10,
2_2014_05_11,46.63
2_2014_05_12,37.49
2_2014_05_13,45.91
2_2014_05_14,44.37
2_2014_05_15,45.09
2_2014_05_16,46.31
2_2014_05_17,39.95
2_2014_05_18,46.17
2_2014_05_19,
2_2014_05_20,
2_2014_05_21,36.25
2_2014_05_22,47.59
2_2014_05_23,47.61
2_2014_05_24,40.85
2_2014_05_25,
2_2014_05_26,
2_2014_05_27,
2_2014_05_28,
2_2014_05_29,37.47
2_2014_05_30,36.63
2_2014_05_31,
2_2014_06_01,35.15
2_2014_06_02,
2_2014_06_03,43.35
2_2014_06_04,
2_2014_06_05,43.89
2_2014_06_06,
2_2014_06_07,43.77
2_2014_06_08,37.09
2_2014_06_09,32.75
2_2014_06_10,
2_2014_06_11,37.01
2_2014_06_12,41.87
2_2014_06_13,
2_2014_06_14,43.97
2_2014_06_15,
2_2014_06_16,
2_2014_06_17,
2_2014_06_18,
2_2014_06_19,
2_2014_06_20,
2_2014_06_21,
2_2014_06_22,
2_2014_06_23,
2_2014_06_24,
2_2014_06_25,
2_2014_06_26,
2_2014_06_27,
2_2014_06_28,
2_2014_06_29,
2_2014_06_30,
2_2014_07_01,
2_2014_07_02,
2_2014_07_03,
2_2014_07_04,
2_2014_07_05,
2_2014_07_06,
2_2014_07_07,
2_2014_07_08,
2_2014_07_09,
2_2014_07_10,
2_2014_07_11,
2_2014_07_12,
2_2014_07_13,
2_2014_07_14,
2_2014_07_15,
2_2014_07_16,
2_2014_07_17,
2_2014_07_18,
2_2014_07_19,
2_2014_07_20,
2_2014_07_21,
2_2014_07_22,
2_2014_07_23,
2_2014_07_24,
2_2014_07_25,
2_2014_07_26,
2_2014_07_27,
2_2014_07_28,
2_2014_07_29,
2_2014_07_30,
2_2014_07_31,
2_2014_08_01,
2_2014_08_02,
2_2014_08_03,
2_2014_08_04,
2_2014_08_05,
2_2014_08_06,
2_2014_08_07,
2_2014_08_08,
2_2014_08_09,
2_2014_08_10,
2_2014_08_11,
2_2014_08_12,
2_2014_08_13,
2_2014_08_14,
2_2014_08_15,
2_2014_08_16,
2_2014_08_17,
2_2014_08_18,
2_2014_08_19,
2_2014_08_20,
2_2014_08_21,
2_2014_08_22,
2_2014_08_23,
2_2014_08_24,
2_2014_08_25,
2_2014_08_26,
2_2014_08_27,
2_2014_08_28,
2_2014_08_29,
2_2014_08_30,
2_2014_08_31,
2_2014_09_01,
2_2014_09_02,
2_2014_09_03,
2_2014_09_04,
2_2014_09_05,
2_2014_09_06,
2_2014_09_07,
2_2014_09_08,
2_2014_09_09,
2_2014_09_10,
2_2014_09_11,30.15
2_2014_09_12,
2_2014_09_13,
2_2014_09_14,30.03
2_2014_09_15,
2_2014_09_16,
2_2014_09_17,
2_2014_09_18,23.81
2_2014_09_19,
2_2014_09_20,
2_2014_09_21,
2_2014_09_22,
2_2014_09_23,29.95
2_2014_09_24,
2_2014_09_25,31.67
2_2014_09_26,30.99
2_2014_09_27,
2_2014_09_28,
2_2014_09_29,
2_2014_09_30,
2_2014_10_01,28.01
2_2014_10_02,32.73
2_2014_10_03,
2_2014_10_04,
2_2014_10_05,
2_2014_10_06,
2_2014_10_07,32.29
2_2014_10_08,
2_2014_10_09,
2_2014_10_10,
2_2014_10_11,
2_2014_10_12,
2_2014_10_13,
2_2014_10_14,27.95
